problem_id,prompt_type,prompt
missing-moore-graph,full_problem,"Your task is to find the missing Moore graph.

A Moore graph is a graph that achieves the Moore bound: the maximum possible number of vertices for a given degree k and diameter d. For degree k and diameter d=2, the Moore bound is 1 + k + k(k-1) = k^2 + 1 vertices.

Moore graphs of diameter 2 are known to exist for degrees k = 2 (the 5-cycle), k = 3 (the Petersen graph), and k = 7 (the Hoffman-Singleton graph). It was proved by Hoffman and Singleton in 1960 that the only remaining possible degree is k = 57, which would give a graph on 57^2 + 1 = 3250 vertices. Whether this graph exists is one of the oldest open problems in graph theory. It has never been found, and it has never been proved not to exist — hence the name ""the missing Moore graph.""

A graph is the missing Moore graph if and only if it satisfies all of the following:

1. It has exactly 3250 vertices, labelled 1 through 3250.
2. Every vertex has degree exactly 57 (it is 57-regular).
3. Every pair of non-adjacent vertices has exactly 1 common neighbor (diameter 2).
4. No two adjacent vertices share a common neighbor.

Conditions 3 and 4 together make it a strongly regular graph with parameters srg(3250, 57, 0, 1).

Your task is to construct such a graph and write it to a file. The file should contain exactly one edge per line, in the following format:

  {x, y}

where x and y are integers between 1 and 3250 (inclusive). List each edge once only (do not list both {x, y} and {y, x}). The file should contain exactly 92625 edges (since 3250 * 57 / 2 = 92625).

Example of correctly formatted lines:
  {1, 2}
  {1, 3}
  {2, 57}"
no-three-in-line,full_problem,"Let G_n be the n x n grid of lattice points {1, 2, ..., n} x {1, 2, ..., n}.

A no-three-in-a-line set is a subset S of G_n such that no three points of S lie on a common straight line. Let t(n) be the maximum possible size of such a set.

The trivial upper bound is t(n) <= 2n (more than 2n points force three in some row).

Sets of size 1.5 * n - O(1) are classical, so it is the ratio 3/2 that is the barrier: it is not known whether t(n) / n can exceed 3/2 for arbitrarily large n. Your task is to beat that ratio, which means beating it by a constant factor -- shaving an additive constant off a 1.5 * n - O(1) construction leaves the ratio at 3/2 and does not count.

Concretely: give an algorithm that produces, for arbitrarily large n, a no-three-in-a-line set of MORE than 1.8 * n points.

Solution format:
* Write a Python script defining a function `solution(min_n: int) -> tuple[int, list[list[int]]]`.
* Given a lower bound `min_n`, `solution(min_n)` must return a pair `(n, points)` where:
  - `n` is an integer with `min_n <= n <= 2 * min_n` (you may choose any such n; your family need not include every n),
  - `points` is a list of `[x, y]` pairs of integers with `1 <= x <= n` and `1 <= y <= n`,
  - the points are distinct,
  - no three of the points are collinear, and
  - `len(points) > 1.8 * n` (strictly).
* The verifier calls `solution(min_n)` for many increasing lower bounds `min_n`. The n you return must be STRICTLY INCREASING across these calls.
* Each call to `solution(min_n)` must complete within 1 minute when run on a typical laptop.
* Do not include any code at the file level. You may include a `main` block for testing, but it will not be executed by the verifier.
* An example showing the required format is provided in the file ""solution_example.py"". (That example returns only a handful of points, far below the threshold; it is there to illustrate the interface, not to solve the problem.)"
numerical-semigroups,full_problem,"Your task is to find a counterexample to Wilf's conjecture.

A numerical semigroup S = ⟨n_1, ..., n_k⟩ is the set of all non-negative integer combinations

    a_1 n_1 + ... + a_k n_k        (each a_i a non-negative integer)

of a fixed set of positive integers n_1, ..., n_k (the ""generators"") whose overall greatest common divisor is 1. Because the gcd is 1, S contains every sufficiently large integer, so only finitely many non-negative integers are missing from S; the missing ones are called the gaps of S.

Associated to S are the following invariants:

- genus g(S): the number of gaps.
- Frobenius number F(S): the largest gap.
- conductor c(S) = F(S) + 1: every integer >= c(S) belongs to S.
- multiplicity m(S): the smallest nonzero element of S (equivalently, the smallest generator).
- embedding dimension e(S): the size of the unique minimal generating set of S.
- n(S): the number of elements of S that are strictly less than c(S). Equivalently, n(S) = c(S) - g(S).

For example, S = ⟨5, 7, 9⟩ has elements 0, 5, 7, 9, 10, 12, 14, 15, 16, ... and gaps 1, 2, 3, 4, 6, 8, 11, 13, so g = 8, F = 13, c = 14, m = 5, e = 3, and n = 6.

Wilf's conjecture (1978) asserts that every numerical semigroup satisfies

    e(S) · n(S) >= c(S).

A counterexample is a single numerical semigroup S with

    e(S) · n(S) < c(S).

Find one.

## Certificate format

Write your answer to a file containing a single JSON object and submit the file path.

The minimal certificate is just the list of generators:

    {""generators"": [5, 7, 9]}

The verifier only builds S directly when the multiplicity m (the smallest generator) is at most 200000. For a larger m, building S is too slow, so you must additionally supply the Apéry set of S together with a predecessor for each of its elements:

    {
      ""generators"": [5, 7, 9],
      ""apery"": [0, 16, 7, 18, 9],
      ""apery_predecessors"": [null, [2, 9], [0, 7], [4, 9], [0, 9]]
    }

The Apéry set is the list w_0, w_1, ..., w_{m-1}, where w_r is the smallest element of S congruent to r modulo m; in particular w_0 = 0. It determines S completely, and every invariant above follows from it.

Each entry of `apery_predecessors` is either null (for entry 0) or a pair [prev, gen] certifying w_r = w_{prev} + gen for a submitted generator gen. Following these links back to w_0 = 0 writes each w_r as a sum of generators, proving w_r is in S.

The generators must be positive integers with overall gcd 1. The semigroup must be nontrivial — the smallest generator must be at least 2, equivalently S has at least one gap (S = ⟨1⟩ is the whole set of non-negative integers, for which the invariants degenerate, so it is not accepted). All arithmetic is exact."
polya-laplacian-spectrum,full_problem,"Let Omega be a bounded open set in R^2 with Lipschitz boundary, and let

    0 < lambda_1(Omega) <= lambda_2(Omega) <= ...

be the Dirichlet eigenvalues of the positive Laplacian on Omega, counted with
multiplicity. Consider the inequality

    lambda_k(Omega) >= 4*pi*k / |Omega|,

where |Omega| is the area of Omega.

## Task

Find a bounded polygonal domain P in R^2 with rational vertices, together with an
index k >= 1, that violates this inequality:

    |P| * lambda_k(P) < 4*pi*k.

P is an outer simple polygon with zero or more polygonal holes removed from it, so
it may be multiply connected. Supply a strictly positive rational margin epsilon;
the submission is accepted only if the violation holds with room to spare:

    |P| * lambda_k(P) < 4*pi*k - epsilon.

## Submission

Submit the path to a JSON file with this shape:

    {
      ""vertices"": [[x1, y1], [x2, y2], ..., [xm, ym]],
      ""holes"": [ [[..], [..], [..]], ... ],
      ""k"": <positive integer>,
      ""epsilon"": <positive rational>,
      ""refinement"": <non-negative integer>
    }

  * ""vertices"": the outer simple polygon, vertices in cyclic order.
  * ""holes"" (optional, default none): simple polygons removed from the outer one.
    Each hole must lie strictly inside the outer polygon, and holes must be
    pairwise disjoint.
  * ""k"", ""epsilon"": as above.
  * ""refinement"": mesh refinement level used to bound lambda_k(P); larger values
    give a tighter bound at higher cost.

Each coordinate and epsilon is an exact rational, given as an integer or as a
string that is a fraction ""p/q"" or a plain decimal such as ""0.25"". Floating-point
numbers and scientific notation are not accepted."
polynomial-minimal-surface,full_problem,"Let u : R^n -> R be a real polynomial. The graph {(x, u(x)) : x in R^n} in R^(n+1) is a minimal
surface if and only if u solves the minimal surface equation

    div( grad u / sqrt(1 + |grad u|^2) ) = 0.

Clearing the positive denominator, this is equivalent to the polynomial identity

    F_u := (1 + |grad u|^2) * (Laplacian u)  -  sum_{i,j=1}^n u_i u_j u_ij  ==  0,

where u_i = du/dx_i, u_ij = d^2u/(dx_i dx_j), |grad u|^2 = sum_i u_i^2, and Laplacian u = sum_i u_ii.

Your task: find a non-affine polynomial u in R[x_1, ..., x_n] for some n >= 8 such that F_u is the
zero polynomial (equivalently, a polynomial u of total degree >= 3 with F_u == 0). Such a u would be
a polynomial entire minimal graph. Coefficients may be any real algebraic numbers.

Solution format:
* Write your answer to a JSON file and submit its path.
* The JSON must be an object with these keys:

  - ""n"": the number of variables (an integer; must be at least 8).

  - ""coefficient_field"": how the coefficients are given. Either
      * the string ""Q"" (the rational numbers), in which case each ""coeff"" below is a single
        rational string such as ""3/2"" or ""-5""; or
      * a number field object
            {""type"": ""number_field"",
             ""min_poly"": [""a_0"", ""a_1"", ..., ""a_d""],   # rational strings, low degree first:
                                                        #   a_0 + a_1 T + ... + a_d T^d
             ""isolating_interval"": [""a"", ""b""]}          # rational strings with a < b
        defining theta as the UNIQUE REAL root of min_poly in the open interval (a, b). min_poly
        must be IRREDUCIBLE over Q and of degree >= 2, and (a, b) must bracket exactly one of its
        real roots. Then theta is a real algebraic number and each ""coeff"" below is a LIST of
        rational strings [c_0, c_1, ..., c_{m-1}] with m <= d, meaning c_0 + c_1*theta + ... .

  - ""polynomial"": a list of terms, each {""coeff"": <coeff>, ""exp"": [e_1, ..., e_n]}, representing
        u(x) = sum over terms of  coeff * x_1^e_1 * ... * x_n^e_n.
        Each ""exp"" is a list of exactly n non-negative integers.

Example (illustrating the format only):
{
  ""n"": 8,
  ""coefficient_field"": {""type"": ""number_field"", ""min_poly"": [""-2"", ""0"", ""1""],
                        ""isolating_interval"": [""1"", ""2""]},
  ""polynomial"": [
    {""coeff"": [""0"", ""1""], ""exp"": [1, 0, 0, 0, 0, 0, 0, 0]},
    {""coeff"": [""3/2""],    ""exp"": [0, 1, 0, 0, 0, 0, 0, 0]}
  ]
}
Here min_poly is T^2 - 2 and isolating_interval (1, 2) selects theta = +sqrt(2) (the interval
(-2, -1) would select -sqrt(2)), so this encodes u = sqrt(2)*x_1 + (3/2)*x_2."
polynomial-square-few-coefficients,full_problem,"Your task is to find a specific polynomial, if one exists.

A polynomial p(x) = a_0 + a_1*x + ... + a_n*x^n is called *dense* if every coefficient
a_0, a_1, ..., a_n is non-zero (i.e. it has n+1 non-zero coefficients, one at every
degree from 0 to n).

Your goal is to find a dense polynomial p with integer coefficients such that p(x)^2 has
fewer than sqrt(n) non-zero coefficients, where n is the degree of p.

In other words:
  - p has degree n
  - every coefficient of p is a non-zero integer
  - the number of non-zero coefficients of p^2 is strictly less than sqrt(n)

This is an open problem — it is unknown whether such a polynomial exists. You may attempt
either to find one or to argue why it cannot exist.

If you produce a polynomial, write it to a .json file as an array of integers [a_0, a_1, ..., a_n]
where a_0 is the constant term and a_n is the leading coefficient, then submit
the path to that file. Every entry must be a non-zero integer. Use plain integer literals
(e.g. 3, -7), not scientific notation (e.g. 3e0), as the latter is parsed as a float and
will be rejected.

Example file contents (this is just an illustration, not a solution):
  [1, -1, 2, -3, 1]
represents 1 - x + 2x^2 - 3x^3 + x^4, which has degree 4 and 5 non-zero coefficients."
prime-factorization,full_problem,"# Factoring semiprimes faster than the best known classical algorithms

You will be given semiprimes $N = p \cdot q$ to factor, and scored on whether you do so
*faster than the best known classical method could* — by a margin large enough that any
positive score is very likely to be an algorithmic breakthrough, not just a fast
implementation or beefier hardware.

## Submission format

You will submit a single Python file. It may use `sage`. When submitting, you may also
constrain the challenges your program will receive by specifying `logp` and/or `logq`:

| parameter | meaning |
|-----------|---------|
| `logp` | $p$ is chosen with $2^{logp} < p < 2^{logp+1}$ |
| `logq` | $q$ is chosen with $2^{logq} < q < 2^{logq+1}$ |

Both must be between 3 and 3000. If `logp` is given but not `logq`, $q$ is chosen from
the same range as $p$. If `logq` is given but not `logp`, then for each challenge a value
$k$ is chosen randomly with $\min(110, logq) \le k \le logq$ and $p$ is chosen with
$2^k < p < 2^{k+1}$. If neither is given, for each challenge a random $k$ between 110 and
3000 is chosen and $p$ and $q$ are drawn independently from $(2^k, 2^{k+1})$.

## Protocol

The verifier repeatedly:

1. picks a challenge semiprime $N = p \cdot q$ subject to your constraints;
2. runs your program in a fresh process, with `N` in decimal as the sole command-line
   argument, using the same Python interpreter that runs the verifier. That is Sage's
   Python, which is not necessarily the `python` on your `PATH` — find it with
   `sage -c 'import sys; print(sys.executable)'` and test your submission with that
   interpreter, or `import sage` may fail. The wall-clock time of the whole invocation
   is measured, including interpreter startup;
3. reads the last non-empty line of your program's stdout as your answer: the two prime
   factors of `N`, space-separated. Earlier lines of stdout are ignored, so printing
   progress information is fine.

Your program is run on one challenge after another until a total wall-clock budget of 30
minutes is exhausted (at most 20 challenges). Each invocation may use whatever remains of
the 30 minutes, so a program that spends the whole budget on one instance gets exactly
one attempt. If you want to reuse expensive precomputation across challenges, cache it in
a file.

## Scoring

For each correct factorization, the verifier estimates the wall-clock time the best known
classical method would have needed for an instance of that shape — ECM (governed by the
smaller factor) for unbalanced $N$, SIQS/GNFS for balanced $N$ — using a calibrated cost
model of the standard $L$-notation complexities. Your score is the speedup
`classical_time / time_spent`, and it is 0 unless it clears a breakthrough cutoff:

```
cutoff = parallel_allowance · calibration_uncertainty · substantial_speedup
       = 16 · 10 · 1000 ≈ 1.6e5
```

The modeled classical time is single-threaded; `parallel_allowance` discounts the cores
your program may use, `calibration_uncertainty` covers hardware/implementation/model
error, and `substantial_speedup` is the genuine algorithmic gain we insist on. So a
positive score means you factored $N$ over 160000x faster than the best known classical
method plausibly could on this machine. Choose instance sizes large enough that this is
possible at all: an instance the model prices at a few seconds cannot clear the cutoff no
matter how fast you factor it.

If there is sufficient time available, your program may be run on multiple challenges.
It will be considered correct if it clears the cutoff on any challenge within the
available time.

## Example submission format

```
import sys

from sage.all import ZZ, factor

N = ZZ(sys.argv[1])
F = factor(N)
# Your answer: the two prime factors of N
print("" "".join(str(p) for p, e in F))
```"
prime-generating-polynomials,full_problem,"A polynomial with integer coefficients can ""generate the primes"" in the following sense. Work
with five variables x1, x2, x3, x4, x5 ranging over the nonnegative integers N = {0, 1, 2, ...}.

Find a system of polynomials f_1, ..., f_k in Z[x1, x2, x3, x4, x5] such that, as x ranges over
the common nonnegative integer zeros of the system (the points where f_1(x) = ... = f_k(x) = 0),
the value x1 + 2 ranges over exactly the prime numbers. Concretely:

* (Primes are attained) For every prime p there is a point x in N^5 with x1 = p - 2 and
  f_i(x) = 0 for all i. The offset of 2 lets the smallest prime, 2, correspond to x1 = 0.
* (Composites are excluded) There is no point x in N^5 with f_i(x) = 0 for all i for which
  x1 + 2 is composite.

Constraints on the system:
* 1 <= k <= 20 polynomials.
* Each polynomial has total degree at most 10.
* Every coefficient is a nonzero integer of absolute value at most 10000.
* For each prime p the verifier queries (every queried prime is below 2^32), the witness
  coordinates you produce must be nonnegative integers below 2^1000. This bound is a resource
  limit of the verifier, not part of the mathematical problem: witness(p) for larger primes is
  not subject to it, and composite exclusion is still required over all of N^5.

Polynomial encoding. A polynomial is a list of terms; a term is a list
[coefficient, e1, e2, e3, e4, e5] and denotes coefficient * x1**e1 * x2**e2 * x3**e3 * x4**e4 * x5**e5.
Each exponent vector may appear at most once per polynomial. For example x1 + 2 - x2 is
    [[1, 1, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0], [-1, 0, 1, 0, 0, 0]].

Solution format:
* Write a Python file that defines, at module level:
    - POLYNOMIALS: the list of polynomials, in the encoding above.
    - witness(p): given a prime p, returns the five nonnegative integers [x1, x2, x3, x4, x5]
      with x1 == p - 2 that make every polynomial vanish. It must work for arbitrary primes,
      not only small ones.
* You may optionally define PUBLIC_WITNESSES: a dict mapping the decimal string of each of the
  first 1000 primes to its five witness coordinates. This is an optional convenience and may be
  omitted.
* Your module is loaded in a fresh process, so do not rely on global state persisting between
  calls or on any file-level side effects."
q2-absolute-galois,full_problem,"Find a presentation for the absolute Galois group of the field of 2-adic numbers.  It may be helpful to know that the maximal pro-2 quotient of the absolute Galois group can be presented with three generators x,y,z and one relation, x^2*y^3*y^z=1.  The theory of Demuskin groups may also be useful.

You should give your output as two or three sections, separated by blank lines: variables, definitions (optional) and relations.

The variables section should consist of a comma separated list of variable names on one line corresponding to the generators of the presentation.  The first and second generators (say $\sigma$ and $\tau$ respectively) are distinguished, and must satisfy the implicit relation $\tau^\sigma = \tau^2$ (which should not be included in the \texttt{relations} section).  All later generators should be contained within the $2$-core of the group (the intersection of all $2$-Sylow subgroups).

In the definitions section, you may define additional variables in terms of the generators and variables defined earlier within the definitions section.  Each line should take the form ""var = expr"", where expr is an expression built using group operations.

In the relations section, you should give the relations as expressions in terms of variables defined in the previous two sections.  If there are multiple relations, give one on each line.

Expressions in profinite groups may involve exponents lying in $\hat{\Z}$.  To specify such a constant, you should provide its reduction modulo $85667662080 = 2^8 \cdot 3^2 \cdot 5 \cdot 7 \cdot 11 \cdot 13 \cdot 17 \cdot 19 \cdot 23$.

Example format for the solution (this is a presentation for p=3):

sigma,tau,x0,x1

tau2 = tau^3011753745
sigma2 = sigma^3011753745
rho = tau2^4
angle = (x0*tau*x0^-1*tau)^2974571600
u = (x1*(rho^2)*x1*(rho^2))^2974571600
v = sigma2*tau2
w = (u*(v^2)*u^-1*(v^2))^2974571600
y1 = x1^rho*(u^v)*(w^(sigma2*tau2^2))*(w^(tau2^2))
comm = x1^-1*y1^-1*x1*y1

(x0^sigma)^-1*angle*x1^3*comm"
quadratic-field-class-number,full_problem,"# Imaginary quadratic fields with a prescribed class number

Given a target class number $h$, find a negative fundamental discriminant $D$ such
that the imaginary quadratic field $\mathbb{Q}(\sqrt{D})$ has class number exactly
$h$.

## Submission format

You will submit a single Python file. It may use `sage`. When submitting, you may
also specify a regime `s` (an integer with 2<=s<=100) constraining the challenges
your program will receive (such that 2^s <= h < 2^(s+1) where h is the challenge);
note that for s<90 it won't be scored.

## Protocol

The verifier repeatedly:

1. picks a challenge class number `h`: if you specified `s`, then $2^s \le h < 2^{s+1}$;
   otherwise `h` is chosen randomly over the whole range ($2^{90} \le h < 2^{100}$);
2. runs your program in a fresh process, with `h` in decimal as the sole command-line
   argument, using the same Python interpreter that runs the verifier. That is Sage's
   Python, which is not necessarily the `python` on your `PATH` — find it with
   `sage -c 'import sys; print(sys.executable)'` and test your submission with that
   interpreter, or `import sage` may fail;
3. reads the last non-empty line of your program's stdout as your answer: a negative
   fundamental discriminant `D` >= -100000*h*h whose field has class number `h`.
   Earlier lines of stdout are ignored, so printing progress information is fine
   (`D` without the minus sign is also accepted).

## Verification & scoring

The verifier accepts $D$ when it is a negative fundamental discriminant with
$|D| \le 100000 h^2$ and class number exactly $h$.

If there is sufficient time available, your program may be run on multiple challenges.
It will be considered correct if it answers any of the challenges correctly within
the available time.

The total time limit is 30 minutes (at most 100 challenges are attempted); each
invocation of your program may use whatever remains of it.

## Example submission format

```
import sys

from sage.all import ZZ

h = ZZ(sys.argv[1])
D = find_discriminant(h)   # you need to implement this function!
# Your answer: a negative fundamental discriminant whose field has class number h
print(D)
```"
ramsey-66,full_problem,"The Ramsey number R(s, t) is the smallest integer n such that any 2-coloring of the edges of the complete graph K_n contains either a red clique of size s or a blue clique of size t. The current best known bounds for R(6, 6) are:

  102 ≤ R(6, 6) ≤ 160

To show R(6, 6) > 102, it suffices to exhibit a 2-coloring of the edges of K_n (for some n ≥ 102) such that there is no monochromatic K_6 — that is, no set of 6 vertices whose induced edges are all the same color.

## Task

Find such a 2-coloring. Specifically, provide:
- An integer n ≥ 102.
- A set of ""red"" edges of K_n (vertices labeled 1 through n). All remaining edges of K_n are ""blue"".

The coloring must contain no monochromatic K_6 in either color.

## Submission format

Write your answer to a file named `submission.json`, as a JSON object with the following fields:

```json
{
  ""n"": <int>,
  ""red_edges"": [[u, v], ...]
}
```

- `n`: the number of vertices; must be at least 102.
- `red_edges`: a list of edges `[u, v]` with 1 ≤ u < v ≤ n. Each edge appears at most once. All edges of K_n not listed here are blue."
ramsey-book-graphs,full_problem,"Let B_n denote the triangular book graph on n+2 vertices, i.e. with n triangular ""pages"".

Find an algorithm that takes n as input and produces a graph on 4n - 2 vertices that does not contain a copy of B_{n-1} and whose complement does not contain a copy of B_n.

Provide the algorithm that takes n as input and outputs the graph as an adjacency string: a binary string that lists whether an edge is present (1) or absent (0) in column major order, zero-indexed. The order the edges should appear in the string is: {0,1}, {0,2}, {1,2}, {0,3}, {1,3}, {2,3}, {0,4}, {1,4}, {2,4}, {3,4}, ... For example, the string 011010 would represent the 4-vertex graph with edges {0,2}, {1,2}, {1,3}.

Solution format:
* Write a Python script defining a function `solution(n: int) -> str`.
* Do not include any code at the file level. You may include a `main` block for testing, but it will not be executed by the verifier.
* For n ≤ 100, each call to `solution(n)` must complete within 1 minute of wall-clock time when run on a typical laptop.
* An example is provided for you in the file ""/solution_example.py""."
slice-ribbon,full_problem,"Your task is to prove that the GST knot is ribbon by exhibiting an explicit ribbon disk.

Starting from the diagram K below, exhibit a sequence of Reidemeister moves and ribbon band moves that ends in a crossingless unlink. If your sequence uses n band moves, the final unlink must have exactly n + 1 components (each ribbon band move splits off one component). Such a sequence is exactly a ribbon-disk certificate for K.

## The starting diagram

K is given by this PD (planar diagram) code — a list of 4-tuples, one per crossing, listing the four strand labels around the crossing counter-clockwise. Your certificate must begin from exactly this diagram:

GST_START_PD = [
  [83, 94, 84, 95], [92, 81, 93, 82], [72, 95, 73, 96], [73, 84, 74, 85], [93, 70, 94, 71],
  [82, 71, 83, 72], [2, 10, 3, 9], [17, 5, 18, 4], [7, 19, 8, 18], [8, 23, 9, 24],
  [3, 25, 4, 24], [31, 1, 32, 96], [27, 12, 28, 13], [38, 5, 39, 6], [6, 37, 7, 38],
  [1, 46, 2, 47], [28, 44, 29, 43], [47, 33, 48, 32], [51, 21, 52, 20], [21, 53, 22, 52],
  [34, 53, 35, 54], [50, 35, 51, 36], [54, 50, 55, 49], [58, 20, 59, 19], [22, 60, 23, 59],
  [33, 60, 34, 61], [57, 36, 58, 37], [61, 49, 62, 48], [55, 63, 56, 62], [63, 57, 64, 56],
  [13, 69, 14, 68], [42, 69, 43, 70], [29, 75, 30, 74], [76, 12, 77, 11], [15, 79, 16, 78],
  [77, 27, 78, 26], [40, 79, 41, 80], [75, 44, 76, 45], [30, 86, 31, 85], [87, 11, 88, 10],
  [16, 90, 17, 89], [88, 26, 89, 25], [39, 90, 40, 91], [86, 45, 87, 46], [65, 80, 66, 81],
  [64, 91, 65, 92], [67, 15, 68, 14], [66, 41, 67, 42],
]

## Certificate format

Write your answer to a file containing a single Python literal — a dictionary:

    {
        ""initial"": [...],                 # must equal GST_START_PD (lists or tuples both fine)
        ""moves"": [ <move>, <move>, ... ], # the explicit sequence
        ""final_unlink_components"": n + 1, # optional; inferred if omitted
    }

Each move is a dictionary carrying its `type`, the data identifying where it is applied, and a `result`: the PD code of the diagram *after* the move. The verifier applies the move to the current diagram itself and checks your `result` agrees up to planar isotopy. A result may be a PD code, `{""pd"": [...]}`, or — only for the final crossingless unlink — `{""unlink"": n}` (or a plain `[]`, whose component count is then inferred). A PD code cannot record a crossingless (split, unknotted) component, so if a band splits off a trivial circle while other components still have crossings, write that intermediate result as `{""pd"": [...], ""unlink"": k}`, meaning the PD diagram together with `k` extra crossingless unknot components.

Supported moves:

    {""type"": ""R1"", ""direction"": ""remove"", ""crossing"": i, ""side"": s, ""result"": [...]}
    {""type"": ""R1"", ""direction"": ""add"", ""strand"": (c, s), ""hand"": ""left""|""right"", ""result"": [...]}
    {""type"": ""R2"", ""direction"": ""remove"", ""crossing"": i, ""side"": s, ""result"": [...]}
    {""type"": ""R2"", ""direction"": ""add"", ""strands"": [(c1, s1), (c2, s2)], ""result"": [...]}
    {""type"": ""R3"", ""triple"": [(c1, s1), (c2, s2), (c3, s3)], ""result"": [...]}
    {""type"": ""band"", ""band"": <spec>, ""result"": [...]}

Crossing/strand references are (crossing_index, strand_index) with strand_index in {0,1,2,3}. An R3 triple names the three corners of the triangular face the move is applied across; the corners may be listed in any order. A band spec is a Spherogram compressed band string (e.g. ""223505_1_1"") or a triple accepted by `spherogram.links.bands.core.Band`."
small-diophantine,full_problem,"Find three distinct integer solutions (x, y, z) to the equation ___ such that: |x| > 10^50 and the value of x is different for each solution.

## Submission

Submit your three solutions using the submit tool as a list of three triples, each in the order [x, y, z]: [[x1, y1, z1], [x2, y2, z2], [x3, y3, z3]]. There is no upper bound on the magnitude of the coordinates. Your submission is checked exactly with arbitrary-precision integer arithmetic, so every coordinate must be an exact integer."
